Image,Payload,Kurtosis,Skewness,StdDev,Range,Median,GeomMedian,HjorthMobility,HjorthComplexity
27.pgm,0.5,0.181195624749014,0.7763108659026716,42.6668488329658,253,55.0,0.0,2.7835777374222066,0.3475856306261971
28.pgm,0.1,1.1785432482662346,1.3783336263945585,65.96169866343354,253,60.0,0.0,1.822811567597728,0.5411426339080827
28.pgm,0.3,1.1766368953917574,1.3777570336625533,65.952118046942,253,60.0,0.0,1.8319204843893355,0.5391139372187604
28.pgm,0.5,1.1750444351342173,1.3772796818612223,65.94073961605916,253,60.0,0.0,1.8377499049922867,0.5376364641495494
29.pgm,0.1,4.117854075931002,1.6726587638685453,40.33025113569284,255,49.0,0.0,2.964225243880389,0.3323625852302393
29.pgm,0.3,4.115227308478307,1.6722787091276217,40.33202076824891,255,49.0,0.0,2.965247879696486,0.3321058100033255
29.pgm,0.5,4.113353438456413,1.6718615628094395,40.33136506486407,255,49.0,0.0,2.965987577125192,0.3318730485415064
30.pgm,0.1,1.1291252489424268,1.1844058556982882,43.29951302984782,255,39.0,0.0,2.75861093565274,0.3674979170883826
30.pgm,0.3,1.1291981039704186,1.184356071512931,43.30120184587732,255,39.0,0.0,2.770790073793216,0.3665137900132132
30.pgm,0.5,1.1289928284046091,1.1842006610574496,43.30004606230683,255,39.0,0.0,2.778755003739432,0.3660658468196304
31.pgm,0.1,-1.151716271438738,0.7055774204656856,73.05224870464582,251,89.0,0.0,1.6468230920888614,0.5898607286898194
31.pgm,0.3,-1.1516487551647043,0.7055667456767432,73.05339868463066,250,89.0,0.0,1.6474269259032868,0.5895284430595745
31.pgm,0.5,-1.1515802660751688,0.7055501490508875,73.05296047044699,251,89.0,0.0,1.6475263992925069,0.5895669378725411
32.pgm,0.1,1.1793721785440177,1.5364670843009838,53.78341106222069,245,20.0,27.94,2.2643313014248343,0.4335159923379512
32.pgm,0.3,1.179247224539364,1.5363832719826604,53.78434649556265,245,20.0,27.94,2.266228151625253,0.4332797235285374
32.pgm,0.5,1.1789629683328453,1.536266226033223,53.78464718857786,245,20.0,27.94,2.267562443851509,0.4331922416737161
33.pgm,0.1,-0.915293326287185,0.0717828197718842,50.18432426240129,249,139.0,0.0,2.3178724304063048,0.4192923842882364
33.pgm,0.3,-0.9151588419831378,0.0717037990264276,50.1847358906708,249,139.0,0.0,2.321073352190409,0.4183084515330527
33.pgm,0.5,-0.9151121065003252,0.0717095997733668,50.18533316230786,249,139.0,0.0,2.3230135678341246,0.4177060027485573
34.pgm,0.1,-0.5108030429914643,0.0307574998824291,46.83830218699293,234,158.0,0.0,2.609887278110961,0.3794448625072486
34.pgm,0.3,-0.5112028750576108,0.0303984358820103,46.83357742856129,235,158.0,0.0,2.6140678211594834,0.3812206568067276
34.pgm,0.5,-0.5120180725696799,0.0300645909497841,46.83027087405721,235,158.0,0.0,2.616463281049783,0.3825954890616053
35.pgm,0.1,-1.1535752534140225,0.5585171143028046,86.17994500632577,255,91.0,0.0,1.3564242774752433,0.7168922548876079
35.pgm,0.3,-1.1539233919510496,0.5582102814499619,86.1603271037169,255,91.0,0.0,1.3626450589971506,0.7151606675603436
35.pgm,0.5,-1.1542919190583818,0.5579013627191941,86.13978835230782,255,91.0,0.0,1.3667903529200132,0.7133287899236547
36.pgm,0.1,-0.3938911012569406,0.0874662249917709,46.08370291641531,254,115.0,0.0,2.549331430406562,0.389222736415713
36.pgm,0.3,-0.3939120445325277,0.0874244315225916,46.085289338186186,254,115.0,0.0,2.561319605260472,0.3865703084804086
36.pgm,0.5,-0.3936914857272215,0.0874513468879401,46.08621363711244,254,115.0,0.0,2.569898773966409,0.3846358566886524
37.pgm,0.1,-1.1689139293699682,-0.3564233759657115,48.9718547509074,255,123.0,0.0,2.421371130977973,0.4093701215578537
37.pgm,0.3,-1.1687418079143572,-0.3564384475722945,48.9738444873152,255,123.0,0.0,2.428185824074077,0.4076605379860995
37.pgm,0.5,-1.1686717394817123,-0.3564478765305765,48.9734371908222,255,123.0,0.0,2.4336260823211453,0.40614768210491
38.pgm,0.1,-0.0725479570473361,0.9598824802176537,67.54763803323998,255,83.0,0.0,1.7694823560663713,0.5584594772432211
38.pgm,0.3,-0.0730278959034977,0.9597021471057924,67.54347111486102,255,83.0,0.0,1.7711071174622322,0.5579639529889839
38.pgm,0.5,-0.0735732341847099,0.9594647472316308,67.5409549535476,255,83.0,0.0,1.772758225556004,0.5571763603590926
39.pgm,0.1,-0.8176395513665158,0.3000269178638257,34.888211444888405,255,74.0,0.0,3.245741966734454,0.2922907333663478
39.pgm,0.3,-0.8175669181946166,0.2999613969798171,34.889527301492144,255,74.0,0.0,3.245453695497793,0.2923056371613089
39.pgm,0.5,-0.8172842922408998,0.2999135149281746,34.892417797503924,255,74.0,0.0,3.245021748039416,0.2923542624345171
40.pgm,0.1,-0.887577700658885,0.8188392150233975,70.79225464542989,229,53.0,50.4,1.6656866344962395,0.6144703732762634
40.pgm,0.3,-0.8875270527022625,0.8188165281239765,70.7933762900478,228,53.0,50.4,1.6803125809206212,0.6070443025615098
40.pgm,0.5,-0.8875155919562165,0.8188081169639534,70.79280082312853,228,53.0,50.4,1.6898515888588557,0.6023767587413162
41.pgm,0.1,-0.7205616658922618,0.8703196181882025,37.74762929089564,139,38.0,47.62,3.225454074779288,0.3112087966736808
41.pgm,0.3,-0.7203231220972284,0.870252851697201,37.74976970737679,139,38.0,47.62,3.2365857761775656,0.31055076863547
41.pgm,0.5,-0.7202200147133566,0.8701844720578336,37.7502960144032,139,38.0,47.62,3.2447673829728525,0.3098938772124618
42.pgm,0.1,6.353787272206144,2.0446083357921885,41.023803165208975,255,57.0,0.0,2.988239731408077,0.3328152749219449
42.pgm,0.3,6.349925265912097,2.044032555082874,41.02100499230014,255,57.0,0.0,2.98939994986368,0.3325964376171653
42.pgm,0.5,6.345719525889857,2.043410027240626,41.02094356113846,255,57.0,0.0,2.989599677687303,0.3325023827614116
43.pgm,0.1,2.088418500865423,1.1896476838793495,33.42887294984776,208,46.0,43.88,3.533191599521229,0.2854414516307507
43.pgm,0.3,2.088600624902422,1.1895482367741264,33.431611990184216,208,46.0,43.88,3.553668102533418,0.2827660841329491
43.pgm,0.5,2.087642603332781,1.1893236359963966,33.431816069972115,208,46.0,43.88,3.5684175550044697,0.2808280706371086
44.pgm,0.1,-1.0375289131389154,0.1157553243570956,46.39686274909605,253,124.0,0.0,2.578069756008381,0.3922318099901297
44.pgm,0.3,-1.0373738838415605,0.1157349223069453,46.396996829610224,253,124.0,0.0,2.5932223530039007,0.3890004808954562
44.pgm,0.5,-1.037246077216959,0.1156949045175752,46.39822048111791,253,124.0,0.0,2.604053197793698,0.3868097440536517
45.pgm,0.1,-0.6848224540084962,0.1779006824582348,48.673976601369006,222,152.0,0.0,2.518317105050832,0.394235965519772
45.pgm,0.3,-0.6852282805030492,0.1776201837993392,48.67198252961133,223,152.0,0.0,2.521733414110884,0.395552701988577
45.pgm,0.5,-0.6858274568419223,0.1773552143020997,48.66920370630556,223,152.0,0.0,2.52341412732918,0.3966141363065774
46.pgm,0.1,-1.6883942987507845,-0.2087940264406545,95.40304180978572,255,167.0,0.0,1.258908582232213,0.7935841040595429
46.pgm,0.3,-1.6883646001467087,-0.2089292044333732,95.38918576759389,255,167.0,0.0,1.2646046207930974,0.7895596794742308
46.pgm,0.5,-1.688363661180759,-0.2090577659493882,95.37646364602044,255,167.0,0.0,1.2683339643889475,0.7865274015425076
47.pgm,0.1,-0.7282433965121733,-0.3503046816725148,61.8918539982831,244,156.0,0.0,1.9456742409864256,0.5192326898641119
47.pgm,0.3,-0.7282346974116374,-0.3505518631483472,61.89095740214241,245,156.0,0.0,1.950543220947905,0.5181671617579121
47.pgm,0.5,-0.7282989662804265,-0.3507080058073071,61.88776718088357,244,156.0,0.0,1.9536406438831664,0.5176981447829782
48.pgm,0.1,1.3846258962617783,1.4632533056474373,62.77268641695501,255,66.0,0.0,1.873514522288896,0.5345950226323137
48.pgm,0.3,1.3844848544467494,1.463176048827508,62.77450970665432,255,66.0,0.0,1.8752713866763533,0.5334289116342265
48.pgm,0.5,1.3845955506838914,1.463189148906613,62.77606032790123,255,66.0,0.0,1.876408530027769,0.5326307694782253
49.pgm,0.1,0.1798426257477619,1.0081478171823517,34.46809132849963,211,30.0,33.62,3.492373805952879,0.2900853329049239
49.pgm,0.3,0.179340403489562,1.0078402021886146,34.46958231943046,210,30.0,33.56,3.5093339517542765,0.2877827326071203
49.pgm,0.5,0.1796051527207365,1.007744315940181,34.47165688093999,211,30.0,33.56,3.519516854185182,0.2863584955876027
50.pgm,0.1,0.028811345895531,0.9496915657531402,32.281647045011525,183,30.0,31.23,3.7424412891757406,0.266618810956518
50.pgm,0.3,0.0287311564793455,0.949517442684236,32.28406629215331,183,30.0,31.23,3.7563016536251777,0.2652559258875748
50.pgm,0.5,0.0284649096772078,0.9492393726670793,32.28659328283234,183,30.0,31.23,3.7653998181797146,0.2642835654194253
51.pgm,0.1,-1.2291450375069155,0.3963635144620255,67.88702378165203,241,93.0,85.9,1.7827446650847447,0.5528492472291971
51.pgm,0.3,-1.229111161378906,0.3963104839709927,67.88866529939234,242,93.0,85.9,1.7877776326509074,0.5511596745825947
51.pgm,0.5,-1.229039580483388,0.3963339580772165,67.88868139482045,242,93.0,85.9,1.790633271358512,0.5502812157603438
52.pgm,0.1,4.859394941948786,1.2015479806669345,26.962164946822444,242,71.0,0.0,4.553168077994651,0.2185261776647605
52.pgm,0.3,4.858428863320947,1.2014349082951947,26.96314863594787,243,71.0,0.0,4.560815721056268,0.2189813853909079
52.pgm,0.5,4.857560832745185,1.2014516346271529,26.96583113833579,243,71.0,0.0,4.564474930650224,0.2194996537285189
53.pgm,0.1,11.776353500144872,2.6408226410390485,32.914477019267736,254,41.0,0.0,3.729739210448698,0.2693799916850746
53.pgm,0.3,11.770638988105324,2.640143701176365,32.91596103623176,254,41.0,0.0,3.7322298927397584,0.2690033351736092
53.pgm,0.5,11.763563173670262,2.639297371256865,32.91695249021479,254,41.0,0.0,3.733980314619637,0.268823646984734
54.pgm,0.1,0.7130483075686671,0.9993251737121628,59.587450665524855,253,83.0,0.0,2.0094276184931648,0.4878735641266576
54.pgm,0.3,0.7108898582487018,0.998643037455742,59.57807621625086,253,83.0,0.0,2.0104895160841583,0.4877137528458544
54.pgm,0.5,0.7090033888924916,0.9980444100034964,59.57002330976479,253,83.0,0.0,2.011284062571437,0.4875303194918526
55.pgm,0.1,-0.3640705334623093,-0.827840032226136,66.36546860644421,255,190.0,0.0,1.6726745999811516,0.6300198143390354
55.pgm,0.3,-0.363930125763849,-0.8281795379236089,66.35982898973181,255,190.0,0.0,1.7056140798279915,0.6102380671559863
55.pgm,0.5,-0.3638178844930348,-0.8285028172259092,66.35498651396982,255,190.0,0.0,1.7295447544510978,0.5960369332983944
56.pgm,0.1,0.6608554620274707,1.4070056811596847,29.215803368222662,135,43.0,52.4,4.176813683337907,0.240074501192307
56.pgm,0.3,0.6607034347405452,1.4067733100460085,29.21714376585677,136,43.0,52.4,4.19028334018242,0.2396098657855992
56.pgm,0.5,0.660509850939178,1.406572752939805,29.218094403744672,136,43.0,52.4,4.198279040988501,0.239379437911425
57.pgm,0.1,1.6164710350246878,1.358385139273241,46.18330146130458,251,69.0,0.0,2.5918217309113527,0.3757292693922019
57.pgm,0.3,1.6162156191844863,1.3582315261336018,46.18386632436691,251,69.0,0.0,2.591665686119417,0.3757098666178622
57.pgm,0.5,1.6163945015511905,1.358237161256295,46.185491039819325,251,69.0,0.0,2.5912563415283425,0.375752986179185
58.pgm,0.1,-0.0506455743317588,0.6367206571665506,51.74693193241608,252,82.0,0.0,2.3331503666550955,0.433830210300152
58.pgm,0.3,-0.051042329940862,0.636553724176911,51.74753191451073,252,82.0,0.0,2.3362705029552417,0.4330147390605527
58.pgm,0.5,-0.051144999659463,0.6364277620719592,51.74825831057425,253,82.0,0.0,2.338036640860799,0.4325560777442531
59.pgm,0.1,-0.8386239099526418,0.0314641725062871,55.35217468576688,255,117.0,0.0,2.067734807135046,0.4832497054755629
59.pgm,0.3,-0.8386677205257564,0.0314453573859552,55.35317843064644,255,117.0,0.0,2.082268300403158,0.4777015126112973
59.pgm,0.5,-0.838827777780264,0.0313673911822655,55.35317482224566,255,117.0,0.0,2.091837930308275,0.474184414488084
60.pgm,0.1,0.8502295464004024,1.232272044250669,61.02610325248968,255,66.0,0.0,1.980227555295747,0.4949621492440636
60.pgm,0.3,0.8497341333016455,1.2321339937058893,61.02422652656913,255,66.0,0.0,1.9839294414792743,0.494551611742566
60.pgm,0.5,0.8491257417970557,1.231986527900956,61.021517241048656,255,67.0,0.0,1.9859941515857265,0.4944092940714147
61.pgm,0.1,0.3011142235700013,1.1177917878551915,74.27959737154968,255,69.0,0.0,1.5925400301829942,0.6178596066727636
61.pgm,0.3,0.2997773949567439,1.117177164956656,74.25857592116314,255,69.0,0.0,1.5976030027722887,0.615965784174506
61.pgm,0.5,0.2985201841915392,1.1165888694660535,74.23771656688002,255,69.0,0.0,1.6011312450008346,0.6140669549276812
62.pgm,0.1,-1.197950955384679,0.6884666406303438,60.57962001389681,239,67.0,0.0,2.010549557234561,0.4928771716723378
62.pgm,0.3,-1.1979060481991954,0.6884186429989625,60.58012385282327,239,67.0,0.0,2.0137979244804924,0.4917283438192788
62.pgm,0.5,-1.1978302011210773,0.6883971776634957,60.58033171015374,238,67.0,83.25,2.015882167867352,0.4910722761996676
63.pgm,0.1,14.891681101432582,3.62378114492936,24.032788967874566,179,17.0,17.83,5.030316838521667,0.2013966647504379
63.pgm,0.3,14.887111120932982,3.622912957969069,24.03553761235872,179,17.0,17.83,5.043660500928361,0.2005404166933803
63.pgm,0.5,14.883806223883996,3.62218807252241,24.03680669555956,179,17.0,17.83,5.051818232223533,0.19997067563305
64.pgm,0.1,-0.808709805605202,0.829601988062692,82.06454687882942,252,81.0,0.0,1.4566061697735464,0.6690930914665165
64.pgm,0.3,-0.8093860040313281,0.8291724938447702,82.03705233437671,252,81.0,0.0,1.4628730061478386,0.6689574918114749
64.pgm,0.5,-0.8101056814225216,0.828732819101369,82.00917867685973,252,81.0,0.0,1.4668043024646829,0.6682160722905832
65.pgm,0.1,-0.8015348081908926,0.3575717457444338,48.69196608212141,255,88.0,0.0,2.4247019395974783,0.405492642074198
65.pgm,0.3,-0.8014900902820266,0.3575687587272013,48.692929153232,255,89.0,0.0,2.4318601337686854,0.4035090350457777
65.pgm,0.5,-0.8012882901077516,0.3575631789410162,48.69446912839043,254,89.0,82.6,2.437344671445484,0.4018661264968817
66.pgm,0.1,-1.037198374477118,-0.0510755537344881,53.13397985344079,255,109.0,0.0,2.2475448656538437,0.4424551609169915
66.pgm,0.3,-1.0373831154821456,-0.0510847309454212,53.1340939746087,255,109.0,0.0,2.255697094028996,0.4399740834890964
66.pgm,0.5,-1.0374780809055368,-0.0511351876038927,53.13491843607808,255,109.0,0.0,2.261842431855765,0.4382250034165146
67.pgm,0.1,0.6839478814677777,1.145900846040958,48.1131865570712,255,40.0,0.0,2.450257647632881,0.3951662419306415
67.pgm,0.3,0.6840726202840526,1.1458844694340742,48.11469462458576,255,40.0,0.0,2.4506332220216533,0.3950973693149917
67.pgm,0.5,0.6835202840804606,1.145743704085625,48.11609233598544,255,40.0,0.0,2.450763992200734,0.3950496713363951
68.pgm,0.1,-1.3737679512025307,0.2834693718217642,89.0542627100422,249,116.0,0.0,1.351706860040426,0.7307054968941924
68.pgm,0.3,-1.3742180879168282,0.2830241683644676,89.03344286053402,249,116.0,0.0,1.3642921848992229,0.7320912138652895
68.pgm,0.5,-1.3746790034940732,0.2826226257678259,89.01206993375834,249,116.0,0.0,1.3729712649601105,0.731490284803215
69.pgm,0.1,-1.2853988465511308,-0.2451224741452586,62.647935213349776,248,122.0,104.44,1.8826970327824637,0.5349003141415936
69.pgm,0.3,-1.285274289488661,-0.2451368705338141,62.65158832404095,248,122.0,104.44,1.9014281354523304,0.5275973762994403
69.pgm,0.5,-1.285222624265347,-0.2450807386978827,62.65094341696364,248,122.0,104.44,1.913675821651692,0.522926247042725
70.pgm,0.1,-1.2120893664883887,-0.3272488932048805,52.08341895634243,255,129.0,0.0,2.3006408363529927,0.4266500368478508
70.pgm,0.3,-1.2121402093928886,-0.3272058343505865,52.08489179809886,255,129.0,0.0,2.3027505939738737,0.4265065450031488
70.pgm,0.5,-1.2120526448995192,-0.3271342596770994,52.08625813183348,255,129.0,0.0,2.303517745662871,0.4267905594962317
71.pgm,0.1,-0.6030651789580745,-0.5591415032343182,52.43713392727662,229,150.0,120.7,2.3347210882026657,0.4223002091774921
71.pgm,0.3,-0.6031110989284763,-0.5591364704924777,52.43780067561092,229,150.0,120.7,2.3354372125441527,0.4225543041802323
71.pgm,0.5,-0.6029190224049596,-0.5591554640581425,52.43849230171976,230,150.0,120.7,2.336022539816019,0.4226715954408201
72.pgm,0.1,-0.7061151486694,0.0759623426408997,38.782679912371485,220,73.0,56.56,3.143480135612036,0.318753352607298
72.pgm,0.3,-0.7060884921644957,0.0759196139836166,38.78282411967947,220,73.0,56.56,3.156110203780662,0.3176335018667413
72.pgm,0.5,-0.706039321845839,0.0759896462764013,38.7847661969714,220,73.0,56.56,3.164149357137118,0.3168682643413254
73.pgm,0.1,-1.3638583266286397,-0.1613103022310022,51.92718130207564,192,98.0,74.6,2.2959946376754736,0.437643167753478
73.pgm,0.3,-1.363712391661338,-0.1613605546874868,51.928424020000016,193,98.0,74.6,2.308792390857367,0.4350369059381082
